"ID";"Sex";"Age";"CausesOfDeath";"Periods";"Deaths_1"
"1022190";"3000   ";"10000";"A010668";"1996JJ00";"890"
"1022191";"3000   ";"10000";"A010668";"1997JJ00";"736"
"1022192";"3000   ";"10000";"A010668";"1998JJ00";"757"
"1022193";"3000   ";"10000";"A010668";"1999JJ00";"814"
"1022194";"3000   ";"10000";"A010668";"2000JJ00";"788"
"1022195";"3000   ";"10000";"A010668";"2001JJ00";"773"
"1022196";"3000   ";"10000";"A010668";"2002JJ00";"829"
"1022197";"3000   ";"10000";"A010668";"2003JJ00";"873"
"1022198";"3000   ";"10000";"A010668";"2004JJ00";"873"
"1022199";"3000   ";"10000";"A010668";"2005JJ00";"849"
"1022200";"3000   ";"10000";"A010668";"2006JJ00";"892"
"1022201";"3000   ";"10000";"A010668";"2007JJ00";"870"
"1022202";"3000   ";"10000";"A010668";"2008JJ00";"927"
"1022203";"3000   ";"10000";"A010668";"2009JJ00";"968"
"1022204";"3000   ";"10000";"A010668";"2010JJ00";"1010"
"1022205";"3000   ";"10000";"A010668";"2011JJ00";"950"
"1022206";"3000   ";"10000";"A010668";"2012JJ00";"1092"
"1022207";"3000   ";"10000";"A010668";"2013JJ00";"1532"
"1022208";"3000   ";"10000";"A010668";"2014JJ00";"1471"
"1022209";"3000   ";"10000";"A010668";"2015JJ00";"1678"
"1022210";"3000   ";"10000";"A010668";"2016JJ00";"1444"
"1022211";"3000   ";"10000";"A010668";"2017JJ00";"1430"
"1022212";"3000   ";"10000";"A010668";"2018JJ00";"1546"
"1022213";"3000   ";"10000";"A010668";"2019JJ00";"1590"
"1022214";"3000   ";"10000";"A010668";"2020JJ00";"1400"
"1022215";"3000   ";"10000";"A010668";"2021JJ00";"1381"
"1026688";"3000   ";"10000";"A010840";"1996JJ00";"21244"
"1026689";"3000   ";"10000";"A010840";"1997JJ00";"20914"
"1026690";"3000   ";"10000";"A010840";"1998JJ00";"21077"
"1026691";"3000   ";"10000";"A010840";"1999JJ00";"21419"
"1026692";"3000   ";"10000";"A010840";"2000JJ00";"21172"
"1026693";"3000   ";"10000";"A010840";"2001JJ00";"21263"
"1026694";"3000   ";"10000";"A010840";"2002JJ00";"21473"
"1026695";"3000   ";"10000";"A010840";"2003JJ00";"21614"
"1026696";"3000   ";"10000";"A010840";"2004JJ00";"21765"
"1026697";"3000   ";"10000";"A010840";"2005JJ00";"21720"
"1026698";"3000   ";"10000";"A010840";"2006JJ00";"21756"
"1026699";"3000   ";"10000";"A010840";"2007JJ00";"22174"
"1026700";"3000   ";"10000";"A010840";"2008JJ00";"22397"
"1026701";"3000   ";"10000";"A010840";"2009JJ00";"23001"
"1026702";"3000   ";"10000";"A010840";"2010JJ00";"23684"
"1026703";"3000   ";"10000";"A010840";"2011JJ00";"23479"
"1026704";"3000   ";"10000";"A010840";"2012JJ00";"24157"
"1026705";"3000   ";"10000";"A010840";"2013JJ00";"23804"
"1026706";"3000   ";"10000";"A010840";"2014JJ00";"24080"
"1026707";"3000   ";"10000";"A010840";"2015JJ00";"24692"
"1026708";"3000   ";"10000";"A010840";"2016JJ00";"25349"
"1026709";"3000   ";"10000";"A010840";"2017JJ00";"25311"
"1026710";"3000   ";"10000";"A010840";"2018JJ00";"25277"
"1026711";"3000   ";"10000";"A010840";"2019JJ00";"25300"
"1026712";"3000   ";"10000";"A010840";"2020JJ00";"25341"
"1026713";"3000   ";"10000";"A010840";"2021JJ00";"25282"
"1031186";"3000   ";"10000";"A011013";"1996JJ00";"1554"
"1031187";"3000   ";"10000";"A011013";"1997JJ00";"1445"
"1031188";"3000   ";"10000";"A011013";"1998JJ00";"1538"
"1031189";"3000   ";"10000";"A011013";"1999JJ00";"1627"
"1031190";"3000   ";"10000";"A011013";"2000JJ00";"1598"
"1031191";"3000   ";"10000";"A011013";"2001JJ00";"2063"
"1031192";"3000   ";"10000";"A011013";"2002JJ00";"1919"
"1031193";"3000   ";"10000";"A011013";"2003JJ00";"1774"
"1031194";"3000   ";"10000";"A011013";"2004JJ00";"1847"
"1031195";"3000   ";"10000";"A011013";"2005JJ00";"1847"
"1031196";"3000   ";"10000";"A011013";"2006JJ00";"1762"
"1031197";"3000   ";"10000";"A011013";"2007JJ00";"1673"
"1031198";"3000   ";"10000";"A011013";"2008JJ00";"1714"
"1031199";"3000   ";"10000";"A011013";"2009JJ00";"1611"
"1031200";"3000   ";"10000";"A011013";"2010JJ00";"1674"
"1031201";"3000   ";"10000";"A011013";"2011JJ00";"1481"
"1031202";"3000   ";"10000";"A011013";"2012JJ00";"1592"
"1031203";"3000   ";"10000";"A011013";"2013JJ00";"1663"
"1031204";"3000   ";"10000";"A011013";"2014JJ00";"1550"
"1031205";"3000   ";"10000";"A011013";"2015JJ00";"1647"
"1031206";"3000   ";"10000";"A011013";"2016JJ00";"1700"
"1031207";"3000   ";"10000";"A011013";"2017JJ00";"1664"
"1031208";"3000   ";"10000";"A011013";"2018JJ00";"1761"
"1031209";"3000   ";"10000";"A011013";"2019JJ00";"1749"
"1031210";"3000   ";"10000";"A011013";"2020JJ00";"1865"
"1031211";"3000   ";"10000";"A011013";"2021JJ00";"1958"
"1033110";"3000   ";"10000";"A011087";"1996JJ00";"1199"
"1033111";"3000   ";"10000";"A011087";"1997JJ00";"1210"
"1033112";"3000   ";"10000";"A011087";"1998JJ00";"1257"
"1033113";"3000   ";"10000";"A011087";"1999JJ00";"1361"
"1033114";"3000   ";"10000";"A011087";"2000JJ00";"1464"
"1033115";"3000   ";"10000";"A011087";"2001JJ00";"1597"
"1033116";"3000   ";"10000";"A011087";"2002JJ00";"1864"
"1033117";"3000   ";"10000";"A011087";"2003JJ00";"1915"
"1033118";"3000   ";"10000";"A011087";"2004JJ00";"1854"
"1033119";"3000   ";"10000";"A011087";"2005JJ00";"1913"
"1033120";"3000   ";"10000";"A011087";"2006JJ00";"2061"
"1033121";"3000   ";"10000";"A011087";"2007JJ00";"1902"
"1033122";"3000   ";"10000";"A011087";"2008JJ00";"2130"
"1033123";"3000   ";"10000";"A011087";"2009JJ00";"2105"
"1033124";"3000   ";"10000";"A011087";"2010JJ00";"2266"
"1033125";"3000   ";"10000";"A011087";"2011JJ00";"2245"
"1033126";"3000   ";"10000";"A011087";"2012JJ00";"2531"
"1033127";"3000   ";"10000";"A011087";"2013JJ00";"3435"
"1033128";"3000   ";"10000";"A011087";"2014JJ00";"3432"
"1033129";"3000   ";"10000";"A011087";"2015JJ00";"3846"
"1033130";"3000   ";"10000";"A011087";"2016JJ00";"4173"
"1033131";"3000   ";"10000";"A011087";"2017JJ00";"4391"
"1033132";"3000   ";"10000";"A011087";"2018JJ00";"4637"
"1033133";"3000   ";"10000";"A011087";"2019JJ00";"4688"
"1033134";"3000   ";"10000";"A011087";"2020JJ00";"4369"
"1033135";"3000   ";"10000";"A011087";"2021JJ00";"4287"
"1035164";"3000   ";"10000";"A011166";"1996JJ00";"1215"
"1035165";"3000   ";"10000";"A011166";"1997JJ00";"1235"
"1035166";"3000   ";"10000";"A011166";"1998JJ00";"1223"
"1035167";"3000   ";"10000";"A011166";"1999JJ00";"1414"
"1035168";"3000   ";"10000";"A011166";"2000JJ00";"1258"
"1035169";"3000   ";"10000";"A011166";"2001JJ00";"1275"
"1035170";"3000   ";"10000";"A011166";"2002JJ00";"1456"
"1035171";"3000   ";"10000";"A011166";"2003JJ00";"1617"
"1035172";"3000   ";"10000";"A011166";"2004JJ00";"1494"
"1035173";"3000   ";"10000";"A011166";"2005JJ00";"1585"
"1035174";"3000   ";"10000";"A011166";"2006JJ00";"1681"
"1035175";"3000   ";"10000";"A011166";"2007JJ00";"1673"
"1035176";"3000   ";"10000";"A011166";"2008JJ00";"1771"
"1035177";"3000   ";"10000";"A011166";"2009JJ00";"1998"
"1035178";"3000   ";"10000";"A011166";"2010JJ00";"1951"
"1035179";"3000   ";"10000";"A011166";"2011JJ00";"2196"
"1035180";"3000   ";"10000";"A011166";"2012JJ00";"2360"
"1035181";"3000   ";"10000";"A011166";"2013JJ00";"2902"
"1035182";"3000   ";"10000";"A011166";"2014JJ00";"2871"
"1035183";"3000   ";"10000";"A011166";"2015JJ00";"3318"
"1035184";"3000   ";"10000";"A011166";"2016JJ00";"3686"
"1035185";"3000   ";"10000";"A011166";"2017JJ00";"3695"
"1035186";"3000   ";"10000";"A011166";"2018JJ00";"3975"
"1035187";"3000   ";"10000";"A011166";"2019JJ00";"3938"
"1035188";"3000   ";"10000";"A011166";"2020JJ00";"3765"
"1035189";"3000   ";"10000";"A011166";"2021JJ00";"3796"
"1036958";"3000   ";"10000";"A011234";"1996JJ00";"5"
"1036959";"3000   ";"10000";"A011234";"1997JJ00";"2"
"1036960";"3000   ";"10000";"A011234";"1998JJ00";"0"
"1036961";"3000   ";"10000";"A011234";"1999JJ00";"1"
"1036962";"3000   ";"10000";"A011234";"2000JJ00";"1"
"1036963";"3000   ";"10000";"A011234";"2001JJ00";"1"
"1036964";"3000   ";"10000";"A011234";"2002JJ00";"3"
"1036965";"3000   ";"10000";"A011234";"2003JJ00";"1"
"1036966";"3000   ";"10000";"A011234";"2004JJ00";"2"
"1036967";"3000   ";"10000";"A011234";"2005JJ00";"0"
"1036968";"3000   ";"10000";"A011234";"2006JJ00";"1"
"1036969";"3000   ";"10000";"A011234";"2007JJ00";"1"
"1036970";"3000   ";"10000";"A011234";"2008JJ00";"0"
"1036971";"3000   ";"10000";"A011234";"2009JJ00";"1"
"1036972";"3000   ";"10000";"A011234";"2010JJ00";"0"
"1036973";"3000   ";"10000";"A011234";"2011JJ00";"5"
"1036974";"3000   ";"10000";"A011234";"2012JJ00";"4"
"1036975";"3000   ";"10000";"A011234";"2013JJ00";"8"
"1036976";"3000   ";"10000";"A011234";"2014JJ00";"7"
"1036977";"3000   ";"10000";"A011234";"2015JJ00";"3"
"1036978";"3000   ";"10000";"A011234";"2016JJ00";"1"
"1036979";"3000   ";"10000";"A011234";"2017JJ00";"2"
"1036980";"3000   ";"10000";"A011234";"2018JJ00";"1"
"1036981";"3000   ";"10000";"A011234";"2019JJ00";"10"
"1036982";"3000   ";"10000";"A011234";"2020JJ00";"3"
"1036983";"3000   ";"10000";"A011234";"2021JJ00";"3"
"1038856";"3000   ";"10000";"A011307";"1996JJ00";"25208"
"1038857";"3000   ";"10000";"A011307";"1997JJ00";"24311"
"1038858";"3000   ";"10000";"A011307";"1998JJ00";"24313"
"1038859";"3000   ";"10000";"A011307";"1999JJ00";"23997"
"1038860";"3000   ";"10000";"A011307";"2000JJ00";"23638"
"1038861";"3000   ";"10000";"A011307";"2001JJ00";"22803"
"1038862";"3000   ";"10000";"A011307";"2002JJ00";"22966"
"1038863";"3000   ";"10000";"A011307";"2003JJ00";"22634"
"1038864";"3000   ";"10000";"A011307";"2004JJ00";"21357"
"1038865";"3000   ";"10000";"A011307";"2005JJ00";"20773"
"1038866";"3000   ";"10000";"A011307";"2006JJ00";"19850"
"1038867";"3000   ";"10000";"A011307";"2007JJ00";"19333"
"1038868";"3000   ";"10000";"A011307";"2008JJ00";"18769"
"1038869";"3000   ";"10000";"A011307";"2009JJ00";"18318"
"1038870";"3000   ";"10000";"A011307";"2010JJ00";"18275"
"1038871";"3000   ";"10000";"A011307";"2011JJ00";"17881"
"1038872";"3000   ";"10000";"A011307";"2012JJ00";"18027"
"1038873";"3000   ";"10000";"A011307";"2013JJ00";"18036"
"1038874";"3000   ";"10000";"A011307";"2014JJ00";"17663"
"1038875";"3000   ";"10000";"A011307";"2015JJ00";"18567"
"1038876";"3000   ";"10000";"A011307";"2016JJ00";"18147"
"1038877";"3000   ";"10000";"A011307";"2017JJ00";"18097"
"1038878";"3000   ";"10000";"A011307";"2018JJ00";"18270"
"1038879";"3000   ";"10000";"A011307";"2019JJ00";"18266"
"1038880";"3000   ";"10000";"A011307";"2020JJ00";"18189"
"1038881";"3000   ";"10000";"A011307";"2021JJ00";"18527"
"1042574";"3000   ";"10000";"A011449";"1996JJ00";"2208"
"1042575";"3000   ";"10000";"A011449";"1997JJ00";"2130"
"1042576";"3000   ";"10000";"A011449";"1998JJ00";"2171"
"1042577";"3000   ";"10000";"A011449";"1999JJ00";"2220"
"1042578";"3000   ";"10000";"A011449";"2000JJ00";"2312"
"1042579";"3000   ";"10000";"A011449";"2001JJ00";"2277"
"1042580";"3000   ";"10000";"A011449";"2002JJ00";"2370"
"1042581";"3000   ";"10000";"A011449";"2003JJ00";"2529"
"1042582";"3000   ";"10000";"A011449";"2004JJ00";"2455"
"1042583";"3000   ";"10000";"A011449";"2005JJ00";"2360"
"1042584";"3000   ";"10000";"A011449";"2006JJ00";"2338"
"1042585";"3000   ";"10000";"A011449";"2007JJ00";"2377"
"1042586";"3000   ";"10000";"A011449";"2008JJ00";"2378"
"1042587";"3000   ";"10000";"A011449";"2009JJ00";"2326"
"1042588";"3000   ";"10000";"A011449";"2010JJ00";"2414"
"1042589";"3000   ";"10000";"A011449";"2011JJ00";"2288"
"1042590";"3000   ";"10000";"A011449";"2012JJ00";"2331"
"1042591";"3000   ";"10000";"A011449";"2013JJ00";"2087"
"1042592";"3000   ";"10000";"A011449";"2014JJ00";"2030"
"1042593";"3000   ";"10000";"A011449";"2015JJ00";"2144"
"1042594";"3000   ";"10000";"A011449";"2016JJ00";"2206"
"1042595";"3000   ";"10000";"A011449";"2017JJ00";"2090"
"1042596";"3000   ";"10000";"A011449";"2018JJ00";"2258"
"1042597";"3000   ";"10000";"A011449";"2019JJ00";"2245"
"1042598";"3000   ";"10000";"A011449";"2020JJ00";"2426"
"1042599";"3000   ";"10000";"A011449";"2021JJ00";"2416"
"1044472";"3000   ";"10000";"A011521";"1996JJ00";"117"
"1044473";"3000   ";"10000";"A011521";"1997JJ00";"104"
"1044474";"3000   ";"10000";"A011521";"1998JJ00";"133"
"1044475";"3000   ";"10000";"A011521";"1999JJ00";"141"
"1044476";"3000   ";"10000";"A011521";"2000JJ00";"120"
"1044477";"3000   ";"10000";"A011521";"2001JJ00";"124"
"1044478";"3000   ";"10000";"A011521";"2002JJ00";"98"
"1044479";"3000   ";"10000";"A011521";"2003JJ00";"109"
"1044480";"3000   ";"10000";"A011521";"2004JJ00";"87"
"1044481";"3000   ";"10000";"A011521";"2005JJ00";"118"
"1044482";"3000   ";"10000";"A011521";"2006JJ00";"85"
"1044483";"3000   ";"10000";"A011521";"2007JJ00";"99"
"1044484";"3000   ";"10000";"A011521";"2008JJ00";"118"
"1044485";"3000   ";"10000";"A011521";"2009JJ00";"108"
"1044486";"3000   ";"10000";"A011521";"2010JJ00";"139"
"1044487";"3000   ";"10000";"A011521";"2011JJ00";"106"
"1044488";"3000   ";"10000";"A011521";"2012JJ00";"116"
"1044489";"3000   ";"10000";"A011521";"2013JJ00";"83"
"1044490";"3000   ";"10000";"A011521";"2014JJ00";"100"
"1044491";"3000   ";"10000";"A011521";"2015JJ00";"82"
"1044492";"3000   ";"10000";"A011521";"2016JJ00";"81"
"1044493";"3000   ";"10000";"A011521";"2017JJ00";"100"
"1044494";"3000   ";"10000";"A011521";"2018JJ00";"91"
"1044495";"3000   ";"10000";"A011521";"2019JJ00";"107"
"1044496";"3000   ";"10000";"A011521";"2020JJ00";"107"
"1044497";"3000   ";"10000";"A011521";"2021JJ00";"145"
"1046370";"3000   ";"10000";"A011594";"1996JJ00";"289"
"1046371";"3000   ";"10000";"A011594";"1997JJ00";"264"
"1046372";"3000   ";"10000";"A011594";"1998JJ00";"220"
"1046373";"3000   ";"10000";"A011594";"1999JJ00";"279"
"1046374";"3000   ";"10000";"A011594";"2000JJ00";"229"
"1046375";"3000   ";"10000";"A011594";"2001JJ00";"267"
"1046376";"3000   ";"10000";"A011594";"2002JJ00";"276"
"1046377";"3000   ";"10000";"A011594";"2003JJ00";"247"
"1046378";"3000   ";"10000";"A011594";"2004JJ00";"236"
"1046379";"3000   ";"10000";"A011594";"2005JJ00";"252"
"1046380";"3000   ";"10000";"A011594";"2006JJ00";"263"
"1046381";"3000   ";"10000";"A011594";"2007JJ00";"255"
"1046382";"3000   ";"10000";"A011594";"2008JJ00";"242"
"1046383";"3000   ";"10000";"A011594";"2009JJ00";"253"
"1046384";"3000   ";"10000";"A011594";"2010JJ00";"273"
"1046385";"3000   ";"10000";"A011594";"2011JJ00";"265"
"1046386";"3000   ";"10000";"A011594";"2012JJ00";"297"
"1046387";"3000   ";"10000";"A011594";"2013JJ00";"340"
"1046388";"3000   ";"10000";"A011594";"2014JJ00";"341"
"1046389";"3000   ";"10000";"A011594";"2015JJ00";"344"
"1046390";"3000   ";"10000";"A011594";"2016JJ00";"376"
"1046391";"3000   ";"10000";"A011594";"2017JJ00";"366"
"1046392";"3000   ";"10000";"A011594";"2018JJ00";"385"
"1046393";"3000   ";"10000";"A011594";"2019JJ00";"408"
"1046394";"3000   ";"10000";"A011594";"2020JJ00";"363"
"1046395";"3000   ";"10000";"A011594";"2021JJ00";"416"
"1048450";"3000   ";"10000";"A011674";"1996JJ00";"1077"
"1048451";"3000   ";"10000";"A011674";"1997JJ00";"1021"
"1048452";"3000   ";"10000";"A011674";"1998JJ00";"1038"
"1048453";"3000   ";"10000";"A011674";"1999JJ00";"1085"
"1048454";"3000   ";"10000";"A011674";"2000JJ00";"1137"
"1048455";"3000   ";"10000";"A011674";"2001JJ00";"1098"
"1048456";"3000   ";"10000";"A011674";"2002JJ00";"1107"
"1048457";"3000   ";"10000";"A011674";"2003JJ00";"1237"
"1048458";"3000   ";"10000";"A011674";"2004JJ00";"1158"
"1048459";"3000   ";"10000";"A011674";"2005JJ00";"1190"
"1048460";"3000   ";"10000";"A011674";"2006JJ00";"1258"
"1048461";"3000   ";"10000";"A011674";"2007JJ00";"1325"
"1048462";"3000   ";"10000";"A011674";"2008JJ00";"1385"
"1048463";"3000   ";"10000";"A011674";"2009JJ00";"1335"
"1048464";"3000   ";"10000";"A011674";"2010JJ00";"1428"
"1048465";"3000   ";"10000";"A011674";"2011JJ00";"1429"
"1048466";"3000   ";"10000";"A011674";"2012JJ00";"1537"
"1048467";"3000   ";"10000";"A011674";"2013JJ00";"1324"
"1048468";"3000   ";"10000";"A011674";"2014JJ00";"1349"
"1048469";"3000   ";"10000";"A011674";"2015JJ00";"1484"
"1048470";"3000   ";"10000";"A011674";"2016JJ00";"1444"
"1048471";"3000   ";"10000";"A011674";"2017JJ00";"1486"
"1048472";"3000   ";"10000";"A011674";"2018JJ00";"1606"
"1048473";"3000   ";"10000";"A011674";"2019JJ00";"1606"
"1048474";"3000   ";"10000";"A011674";"2020JJ00";"1520"
"1048475";"3000   ";"10000";"A011674";"2021JJ00";"1764"
"1050608";"3000   ";"10000";"A011757";"1996JJ00";
"1050609";"3000   ";"10000";"A011757";"1997JJ00";
"1050610";"3000   ";"10000";"A011757";"1998JJ00";
"1050611";"3000   ";"10000";"A011757";"1999JJ00";
"1050612";"3000   ";"10000";"A011757";"2000JJ00";
"1050613";"3000   ";"10000";"A011757";"2001JJ00";
"1050614";"3000   ";"10000";"A011757";"2002JJ00";
"1050615";"3000   ";"10000";"A011757";"2003JJ00";
"1050616";"3000   ";"10000";"A011757";"2004JJ00";
"1050617";"3000   ";"10000";"A011757";"2005JJ00";
"1050618";"3000   ";"10000";"A011757";"2006JJ00";
"1050619";"3000   ";"10000";"A011757";"2007JJ00";
"1050620";"3000   ";"10000";"A011757";"2008JJ00";
"1050621";"3000   ";"10000";"A011757";"2009JJ00";
"1050622";"3000   ";"10000";"A011757";"2010JJ00";
"1050623";"3000   ";"10000";"A011757";"2011JJ00";
"1050624";"3000   ";"10000";"A011757";"2012JJ00";
"1050625";"3000   ";"10000";"A011757";"2013JJ00";
"1050626";"3000   ";"10000";"A011757";"2014JJ00";
"1050627";"3000   ";"10000";"A011757";"2015JJ00";
"1050628";"3000   ";"10000";"A011757";"2016JJ00";
"1050629";"3000   ";"10000";"A011757";"2017JJ00";
"1050630";"3000   ";"10000";"A011757";"2018JJ00";
"1050631";"3000   ";"10000";"A011757";"2019JJ00";
"1050632";"3000   ";"10000";"A011757";"2020JJ00";
"1050633";"3000   ";"10000";"A011757";"2021JJ00";
"1052610";"3000   ";"10000";"A011833";"1996JJ00";"298"
"1052611";"3000   ";"10000";"A011833";"1997JJ00";"245"
"1052612";"3000   ";"10000";"A011833";"1998JJ00";"300"
"1052613";"3000   ";"10000";"A011833";"1999JJ00";"297"
"1052614";"3000   ";"10000";"A011833";"2000JJ00";"292"
"1052615";"3000   ";"10000";"A011833";"2001JJ00";"294"
"1052616";"3000   ";"10000";"A011833";"2002JJ00";"313"
"1052617";"3000   ";"10000";"A011833";"2003JJ00";"282"
"1052618";"3000   ";"10000";"A011833";"2004JJ00";"256"
"1052619";"3000   ";"10000";"A011833";"2005JJ00";"292"
"1052620";"3000   ";"10000";"A011833";"2006JJ00";"241"
"1052621";"3000   ";"10000";"A011833";"2007JJ00";"252"
"1052622";"3000   ";"10000";"A011833";"2008JJ00";"218"
"1052623";"3000   ";"10000";"A011833";"2009JJ00";"216"
"1052624";"3000   ";"10000";"A011833";"2010JJ00";"200"
"1052625";"3000   ";"10000";"A011833";"2011JJ00";"200"
"1052626";"3000   ";"10000";"A011833";"2012JJ00";"208"
"1052627";"3000   ";"10000";"A011833";"2013JJ00";"222"
"1052628";"3000   ";"10000";"A011833";"2014JJ00";"207"
"1052629";"3000   ";"10000";"A011833";"2015JJ00";"186"
"1052630";"3000   ";"10000";"A011833";"2016JJ00";"195"
"1052631";"3000   ";"10000";"A011833";"2017JJ00";"205"
"1052632";"3000   ";"10000";"A011833";"2018JJ00";"187"
"1052633";"3000   ";"10000";"A011833";"2019JJ00";"201"
"1052634";"3000   ";"10000";"A011833";"2020JJ00";"219"
"1052635";"3000   ";"10000";"A011833";"2021JJ00";"199"
"1054170";"3000   ";"10000";"A011893";"1996JJ00";"334"
"1054171";"3000   ";"10000";"A011893";"1997JJ00";"345"
"1054172";"3000   ";"10000";"A011893";"1998JJ00";"366"
"1054173";"3000   ";"10000";"A011893";"1999JJ00";"314"
"1054174";"3000   ";"10000";"A011893";"2000JJ00";"309"
"1054175";"3000   ";"10000";"A011893";"2001JJ00";"334"
"1054176";"3000   ";"10000";"A011893";"2002JJ00";"286"
"1054177";"3000   ";"10000";"A011893";"2003JJ00";"301"
"1054178";"3000   ";"10000";"A011893";"2004JJ00";"273"
"1054179";"3000   ";"10000";"A011893";"2005JJ00";"270"
"1054180";"3000   ";"10000";"A011893";"2006JJ00";"273"
"1054181";"3000   ";"10000";"A011893";"2007JJ00";"237"
"1054182";"3000   ";"10000";"A011893";"2008JJ00";"218"
"1054183";"3000   ";"10000";"A011893";"2009JJ00";"233"
"1054184";"3000   ";"10000";"A011893";"2010JJ00";"230"
"1054185";"3000   ";"10000";"A011893";"2011JJ00";"255"
"1054186";"3000   ";"10000";"A011893";"2012JJ00";"227"
"1054187";"3000   ";"10000";"A011893";"2013JJ00";"216"
"1054188";"3000   ";"10000";"A011893";"2014JJ00";"240"
"1054189";"3000   ";"10000";"A011893";"2015JJ00";"210"
"1054190";"3000   ";"10000";"A011893";"2016JJ00";"220"
"1054191";"3000   ";"10000";"A011893";"2017JJ00";"263"
"1054192";"3000   ";"10000";"A011893";"2018JJ00";"251"
"1054193";"3000   ";"10000";"A011893";"2019JJ00";"264"
"1054194";"3000   ";"10000";"A011893";"2020JJ00";"228"
"1054195";"3000   ";"10000";"A011893";"2021JJ00";"233"
"1056458";"3000   ";"10000";"A011981";"1996JJ00";"2917"
"1056459";"3000   ";"10000";"A011981";"1997JJ00";"2976"
"1056460";"3000   ";"10000";"A011981";"1998JJ00";"3262"
"1056461";"3000   ";"10000";"A011981";"1999JJ00";"3298"
"1056462";"3000   ";"10000";"A011981";"2000JJ00";"3564"
"1056463";"3000   ";"10000";"A011981";"2001JJ00";"3800"
"1056464";"3000   ";"10000";"A011981";"2002JJ00";"3589"
"1056465";"3000   ";"10000";"A011981";"2003JJ00";"3230"
"1056466";"3000   ";"10000";"A011981";"2004JJ00";"2813"
"1056467";"3000   ";"10000";"A011981";"2005JJ00";"2625"
"1056468";"3000   ";"10000";"A011981";"2006JJ00";"2584"
"1056469";"3000   ";"10000";"A011981";"2007JJ00";"2396"
"1056470";"3000   ";"10000";"A011981";"2008JJ00";"2393"
"1056471";"3000   ";"10000";"A011981";"2009JJ00";"2340"
"1056472";"3000   ";"10000";"A011981";"2010JJ00";"2349"
"1056473";"3000   ";"10000";"A011981";"2011JJ00";"2348"
"1056474";"3000   ";"10000";"A011981";"2012JJ00";"2465"
"1056475";"3000   ";"10000";"A011981";"2013JJ00";"2599"
"1056476";"3000   ";"10000";"A011981";"2014JJ00";"2500"
"1056477";"3000   ";"10000";"A011981";"2015JJ00";"2425"
"1056478";"3000   ";"10000";"A011981";"2016JJ00";"2783"
"1056479";"3000   ";"10000";"A011981";"2017JJ00";"2852"
"1056480";"3000   ";"10000";"A011981";"2018JJ00";"2937"
"1056481";"3000   ";"10000";"A011981";"2019JJ00";"3197"
"1056482";"3000   ";"10000";"A011981";"2020JJ00";"3628"
"1056483";"3000   ";"10000";"A011981";"2021JJ00";"4604"
"1058850";"3000   ";"10000";"A050205";"1996JJ00";
"1058851";"3000   ";"10000";"A050205";"1997JJ00";
"1058852";"3000   ";"10000";"A050205";"1998JJ00";
"1058853";"3000   ";"10000";"A050205";"1999JJ00";
"1058854";"3000   ";"10000";"A050205";"2000JJ00";
"1058855";"3000   ";"10000";"A050205";"2001JJ00";
"1058856";"3000   ";"10000";"A050205";"2002JJ00";
"1058857";"3000   ";"10000";"A050205";"2003JJ00";
"1058858";"3000   ";"10000";"A050205";"2004JJ00";
"1058859";"3000   ";"10000";"A050205";"2005JJ00";
"1058860";"3000   ";"10000";"A050205";"2006JJ00";
"1058861";"3000   ";"10000";"A050205";"2007JJ00";
"1058862";"3000   ";"10000";"A050205";"2008JJ00";
"1058863";"3000   ";"10000";"A050205";"2009JJ00";
"1058864";"3000   ";"10000";"A050205";"2010JJ00";
"1058865";"3000   ";"10000";"A050205";"2011JJ00";
"1058866";"3000   ";"10000";"A050205";"2012JJ00";
"1058867";"3000   ";"10000";"A050205";"2013JJ00";
"1058868";"3000   ";"10000";"A050205";"2014JJ00";
"1058869";"3000   ";"10000";"A050205";"2015JJ00";
"1058870";"3000   ";"10000";"A050205";"2016JJ00";
"1058871";"3000   ";"10000";"A050205";"2017JJ00";
"1058872";"3000   ";"10000";"A050205";"2018JJ00";
"1058873";"3000   ";"10000";"A050205";"2019JJ00";
"1058874";"3000   ";"10000";"A050205";"2020JJ00";"10781"
"1058875";"3000   ";"10000";"A050205";"2021JJ00";"10764"
"1058902";"3000   ";"10000";"A012072";"1996JJ00";"3116"
"1058903";"3000   ";"10000";"A012072";"1997JJ00";"3037"
"1058904";"3000   ";"10000";"A012072";"1998JJ00";"2889"
"1058905";"3000   ";"10000";"A012072";"1999JJ00";"3015"
"1058906";"3000   ";"10000";"A012072";"2000JJ00";"3023"
"1058907";"3000   ";"10000";"A012072";"2001JJ00";"3120"
"1058908";"3000   ";"10000";"A012072";"2002JJ00";"3114"
"1058909";"3000   ";"10000";"A012072";"2003JJ00";"3113"
"1058910";"3000   ";"10000";"A012072";"2004JJ00";"3044"
"1058911";"3000   ";"10000";"A012072";"2005JJ00";"3070"
"1058912";"3000   ";"10000";"A012072";"2006JJ00";"3032"
"1058913";"3000   ";"10000";"A012072";"2007JJ00";"2933"
"1058914";"3000   ";"10000";"A012072";"2008JJ00";"3012"
"1058915";"3000   ";"10000";"A012072";"2009JJ00";"3172"
"1058916";"3000   ";"10000";"A012072";"2010JJ00";"3239"
"1058917";"3000   ";"10000";"A012072";"2011JJ00";"3223"
"1058918";"3000   ";"10000";"A012072";"2012JJ00";"3389"
